disposition,pl_orbper,pl_orbsmax,pl_rade,pl_eqt,st_teff,st_rad,st_mass,sy_dist
CONFIRMED,20.273034,0.1367,12.498035,682.0,5560.0,0.881,0.831,413.591
CONFIRMED,20.27362337,,,,5742.0,0.85554,1.026,413.591
CONFIRMED,20.273017,,,,5657.0,0.88,0.95,413.591
CONFIRMED,4.654879,,,,4348.35,0.6694,0.694512,49.3855
CONFIRMED,4.655335,,0.71889232,,4547.0,0.687426,0.726778,49.3855
CONFIRMED,4.6556782,,0.814,,4264.0,0.66,,49.3855
CONFIRMED,4.655411,0.048,0.69,,4348.35,0.6694,0.694512,49.3855
CONFIRMED,1.29160335703,,2.45117748,856.69,3689.0,0.514745,,101.632
CONFIRMED,1.291626,,,,3689.0,0.514745,0.512437,101.632
CONFIRMED,1.2916,0.0189,2.03,868.0,3778.0,0.51,0.54,101.632
CONFIRMED,1.291651,,2.1,,,0.52,,101.632
CONFIRMED,1.291563,0.0188,2.03,,3676.0,0.513,0.532,101.632
CONFIRMED,1.291505,0.019,1.96,,3842.12,0.491598,0.582006,101.632
CONFIRMED,1.291605,,1.74,,,0.4,,101.632
CONFIRMED,1.292,,,,3689.0,0.514745,0.512437,101.632
CONFIRMED,5.443984,,2.1,,,0.52,,101.632
CONFIRMED,5.44425,0.0491,1.94,,3676.0,0.513,0.532,101.632
CONFIRMED,5.44482,0.051,2.03,,3842.12,0.491598,0.582006,101.632
CONFIRMED,5.44425,,1.75,,,0.4,,101.632
CONFIRMED,5.444017,0.0492,2.06,537.0,3778.0,0.51,0.54,101.632
CONFIRMED,50.9254,,2.48,,,0.702,,321.722
CONFIRMED,50.92092,0.245,2.54,,4726.29,0.734626,0.756446,321.722
CONFIRMED,7.728578,0.07,2.29,,4752.8,0.679343,0.762669,365.581
CONFIRMED,7.72651124,,,,4525.0,0.739177,0.71,365.581
CONFIRMED,7.7285,,2.16,,,0.589,,365.581
CONFIRMED,7.727574,,2.6,,,0.71,,365.581
CONFIRMED,7.727283,0.0698,2.53,666.0,4740.0,0.71,0.76,365.581
CONFIRMED,7.728,,,,4525.0,0.739177,0.71,365.581
CONFIRMED,8.28176,0.0847,2.72,,6177.0,1.31,1.18,326.381
CONFIRMED,8.28212,0.0802,2.33,1003.0,5800.0,1.01,1.01,326.381
CONFIRMED,8.28192,,2.48,,,1.084,,326.381
CONFIRMED,8.2824161,,2.14,,5615.0,0.92,,326.381
CONFIRMED,8.282455,,2.18823473,,5663.0,1.005112,0.935733,326.381
CONFIRMED,8.28246,0.0792,2.44,1026.0,5672.0,1.117,0.965,326.381
CONFIRMED,5.185759,,7.64369371,,4695.0,0.686484,0.72709,169.398
CONFIRMED,5.185743,,7.7,,,0.71,,169.398
CONFIRMED,5.185758,,7.44,,,0.637,,169.398
CONFIRMED,5.185738,,7.16,716.0,4526.0,0.675,0.71,169.398
CONFIRMED,5.185754,0.052,9.12,,4471.38,0.768,0.711514,169.398
CONFIRMED,5.185972,,,,4664.8,0.649127,0.74,169.398
CONFIRMED,5.185768,,7.50399,935.0,4664.8,0.65,,169.398
CONFIRMED,5.1857539,0.0629,7.52,738.0,4690.0,0.67,0.69,169.398
CONFIRMED,5.1857532,,,,4471.38,0.768,0.711514,169.398
CONFIRMED,5.186,,,,4664.8,0.649127,0.74,169.398
CONFIRMED,5.185761,0.0525,7.5,723.0,4551.0,0.68,0.72,169.398
CONFIRMED,2.2193023,0.0373,1.16,769.0,4009.0,0.59,0.63,72.0444
CONFIRMED,2.219315,0.0288,1.22,,3903.0,0.612,0.644,72.0444
CONFIRMED,2.219405,0.029,1.28,,3993.36,0.590802,0.629589,72.0444
CONFIRMED,2.21944122,,,,3807.0,0.613895,0.59928,72.0444
CONFIRMED,2.219282,0.0285,1.21,814.0,4027.0,0.6,0.62,72.0444
CONFIRMED,2.219,,,,3807.0,0.613895,0.59928,72.0444
CONFIRMED,2.219225,,1.3,,,0.63,,72.0444
CONFIRMED,2.219368,,1.17,,,0.532,,72.0444
CONFIRMED,30.954222,,2.5,,4040.0,0.598,,161.555
CONFIRMED,30.9542,0.1641,2.66,,3880.0,0.592,0.615,161.555
CONFIRMED,30.96028326,,,,3856.0,0.609039,0.595401,161.555
CONFIRMED,30.953,,,,3856.0,0.609039,0.595401,161.555
CONFIRMED,30.956763,0.167,2.65,,4075.67,0.571015,0.649093,161.555
CONFIRMED,30.952606,,3.0,,,0.64,,161.555
CONFIRMED,30.954,,3.07,,,0.637,,161.555
CONFIRMED,30.951524,0.1649,2.76,338.0,4035.0,0.59,0.62,161.555
CONFIRMED,6.413766,0.051,3.03,445.0,3560.0,0.41,0.43,140.385
CONFIRMED,6.413539,0.051,2.64,,3560.7,0.344292,0.436372,140.385
CONFIRMED,6.41362,,2.36,,,0.299,,140.385
CONFIRMED,6.414,,,,3471.0,0.4094,0.402051,140.385
CONFIRMED,6.414008,,2.9,,3620.0,0.394,,140.385
CONFIRMED,6.413718,,2.6,,,0.35,,140.385
CONFIRMED,6.413651,0.049,2.9,442.0,3570.0,0.388,0.39,140.385
CONFIRMED,21.750264,0.121,2.18,,3654.47,0.402049,0.494727,124.156
CONFIRMED,7.38711,,1.92,,,0.625,,102.953
CONFIRMED,7.38795716,,,,4259.0,0.668695,0.666,102.953
CONFIRMED,7.385655,0.0656,1.97,601.0,4339.0,0.65,0.69,102.953
CONFIRMED,7.385453,,2.0,,,0.66,,102.953
CONFIRMED,7.387066,,1.79540442,,4396.0,0.588892,0.610472,102.953
CONFIRMED,7.387073,0.066,1.84,,4367.83,0.62115,0.697192,102.953
CONFIRMED,7.387,,,,4259.0,0.668695,0.666,102.953
CONFIRMED,3.588163,0.0411,8.37,809.0,4575.0,0.66,0.72,709.999
CONFIRMED,3.588158,,9.1,,,0.75,,709.999
CONFIRMED,3.588165,0.041,8.66,,4387.84,0.676994,0.699933,709.999
CONFIRMED,3.5868547125,,11.43763082,1057.3,5036.0,0.980071,,709.999
CONFIRMED,3.588,,,,5036.0,0.980071,0.84,709.999
CONFIRMED,3.588162,,12.72,,,0.982,,709.999
CONFIRMED,5.67556,,1.117,,,0.578,,114.637
CONFIRMED,5.675819,0.056,1.42,,4469.51,0.777569,0.711248,114.637
CONFIRMED,5.675814,,1.20312295,,4621.0,0.650657,0.686997,114.637
CONFIRMED,8.23981,,0.661,,,0.215,,27.7957
CONFIRMED,8.239493,0.057,1.04,,3459.09,0.36001,0.360031,27.7957
CONFIRMED,40.0603,0.2245,2.7,,5727.0,1.09,0.94,342.394
CONFIRMED,39.91488,0.2114,1.89,511.0,5698.0,0.78,0.8,342.394
CONFIRMED,40.062771,,2.29,,5508.0,0.88,,342.394
CONFIRMED,2.494161,,1.06180894,,4528.0,0.64361,0.675067,118.011
CONFIRMED,2.494206,,1.22,,,0.663,,118.011
CONFIRMED,2.49412,0.032,1.25,,4356.47,0.744261,0.69563,118.011
CONFIRMED,0.369,,1.651,,5200.0,0.744,0.793,152.509
CONFIRMED,0.369311,,1.76156914,,5113.0,0.765322,0.802828,152.509
CONFIRMED,0.3693038,,1.81,,5200.0,0.81,0.84,152.509
CONFIRMED,0.36930571984,,2.13418186,2008.02,5129.0,0.755722,,152.509
CONFIRMED,0.369311,,1.5,,5200.0,0.81,,152.509
CONFIRMED,0.36931,0.0095,1.7,2062.0,5245.0,0.75,0.84,152.509
CONFIRMED,0.3693038,0.00936,1.69,2223.0,5120.0,0.7595,0.803,152.509
CONFIRMED,,0.086,14.5717,,,3.85,1.08,609.818
CONFIRMED,9.173866,,6.86473931,,5035.0,2.162531,0.984438,609.818
CONFIRMED,9.1720535,,9.02881,1152.0,4933.0,3.79,,609.818
CONFIRMED,9.172616,,,,4840.0,3.85,1.08,609.818
CONFIRMED,9.1751,,14.5717,,4840.0,3.85,1.08,609.818
CONFIRMED,9.1708,0.0916,12.206601,1586.0,4878.0,4.11,1.19,609.818
CONFIRMED,3.07133,0.03194,1.34,,3655.0,0.455,0.461,75.1703
CONFIRMED,3.0712,0.033,1.31,,3655.0,0.47,0.51,75.1703
CONFIRMED,4.8682,0.045,1.48,,3655.0,0.47,0.51,75.1703
CONFIRMED,4.86784,0.04341,1.603,,3655.0,0.455,0.461,75.1703
CONFIRMED,11.0234,0.077,2.02,,3655.0,0.47,0.51,75.1703
CONFIRMED,11.0248821,,2.46843,734.0,3798.0,0.46,,75.1703
CONFIRMED,11.02454,0.07487,2.003,,3655.0,0.455,0.461,75.1703
CONFIRMED,26.5841,0.1346,1.73,296.0,3655.0,0.455,0.461,75.1703
CONFIRMED,7.9757,,1.05,,4359.0,0.723,0.686,59.2474
CONFIRMED,7.9752,0.0707,1.014,610.0,4500.0,0.677,0.742,59.2474
CONFIRMED,7.975292,,0.99,553.0,4499.0,0.66,0.74,59.2474
CONFIRMED,17.30681,,3.14,,4359.0,0.723,0.686,59.2474
CONFIRMED,17.307137,,2.91,425.0,4499.0,0.66,0.74,59.2474
CONFIRMED,17.30713,0.1185,3.0,470.0,4500.0,0.677,0.742,59.2474
CONFIRMED,17.3077,0.11728,3.03,,4364.0,0.71,0.71,59.2474
CONFIRMED,17.307013,,,,4364.0,0.71,0.71,59.2474
CONFIRMED,17.3070631,,3.7275,658.0,4230.6,0.77,,59.2474
CONFIRMED,25.575065,,1.45,373.0,4499.0,0.66,0.74,59.2474
CONFIRMED,25.575,0.1538,1.565,420.0,4500.0,0.677,0.742,59.2474
CONFIRMED,25.5715,,1.55,,4359.0,0.723,0.686,59.2474
CONFIRMED,0.179715,0.0058,0.89,1471.0,3492.0,0.442,0.463,98.8765
CONFIRMED,0.179719,,0.64,,3697.0,0.29,,98.8765
CONFIRMED,2.35309,0.03385,1.51,,5356.3,0.863,0.935,202.585
CONFIRMED,2.35321,0.0338,1.49,1157.0,5283.0,0.839,0.916,202.585
CONFIRMED,2.35322,0.0338,1.57,,5378.0,0.86,0.93,202.585
CONFIRMED,3.56015,0.0442,2.26,1012.0,5283.0,0.839,0.916,202.585
CONFIRMED,3.55987,0.04454,2.52,,5378.0,0.86,0.93,202.585
CONFIRMED,3.56004,0.04461,2.299,,5356.3,0.863,0.935,202.585
CONFIRMED,5.40484,0.0575,2.46,888.0,5283.0,0.839,0.916,202.585
CONFIRMED,5.40478,0.05883,2.66,,5378.0,0.86,0.93,202.585
CONFIRMED,5.40479,0.05893,2.39,,5356.3,0.863,0.935,202.585
CONFIRMED,8.26146,0.0782,3.39,,5356.3,0.863,0.935,202.585
CONFIRMED,8.26144,0.07807,3.29,,5378.0,0.86,0.93,202.585
CONFIRMED,8.2616616,,3.30997,794.0,5281.0,0.86,,202.585
CONFIRMED,8.26147,0.0792,3.11,757.0,5283.0,0.839,0.916,202.585
CONFIRMED,12.75759,0.1043,2.81,,5378.0,0.86,0.93,202.585
CONFIRMED,12.75758,0.10447,2.904,,5356.3,0.863,0.935,202.585
CONFIRMED,12.75758,0.1064,2.73,653.0,5283.0,0.839,0.916,202.585
CONFIRMED,41.96797,0.23109,3.013,,5356.3,0.863,0.935,202.585
CONFIRMED,41.96645,0.2287,3.18,445.0,5283.0,0.839,0.916,202.585
CONFIRMED,28.380619,0.1796,9.11,524.0,5370.0,0.88,0.96,153.856
CONFIRMED,28.38236,0.179,9.056872,565.0,5340.0,0.862,0.919,153.856
CONFIRMED,28.382206,,9.5,,,0.93,,153.856
CONFIRMED,28.38246,,9.62,,,0.913,,153.856
CONFIRMED,28.382071,,9.26802368,,5425.0,0.872288,0.948628,153.856
CONFIRMED,8.3688168,,6.65,,3879.0,0.56,,364.048
CONFIRMED,8.36779,,8.51,,,0.708,,364.048
CONFIRMED,8.36926,0.061,4.48,,3866.0,0.386,0.433,364.048
CONFIRMED,8.368791,0.069,7.49,,3970.42,0.623332,0.623433,364.048
CONFIRMED,8.36802,0.0627,4.81,488.0,3789.0,0.45,0.47,364.048
CONFIRMED,6.56918,0.0687,12.25,957.0,5705.0,0.99,1.0,347.917
CONFIRMED,6.569188,0.068,13.56286665,962.0,5585.0,1.06,0.96,347.917
CONFIRMED,6.569213,,13.04635343,,5637.0,1.047599,1.017113,347.917
CONFIRMED,6.5693,0.0591,12.273855,1114.0,5654.0,0.987,1.005,347.917
CONFIRMED,6.5692045,,,,5654.0,0.987,1.005,347.917
CONFIRMED,0.28,,1.493,,4599.0,0.6862,0.706,61.8736
CONFIRMED,0.2803226,0.00716,1.54,2039.0,4373.0,0.674,0.662,61.8736
CONFIRMED,0.2803246,,1.64829,2211.0,4477.0,0.72,,61.8736
CONFIRMED,0.2803244,0.00747,1.51,2103.0,4570.0,0.681,0.708,61.8736
CONFIRMED,0.2803244,,1.51,,4599.0,0.681,0.708,61.8736
CONFIRMED,7.7485,0.0683,7.0,695.0,4570.0,0.681,0.708,61.8736
CONFIRMED,7.7485,,7.0,,4599.0,0.681,0.708,61.8736
CONFIRMED,2.644259,,1.38,,,0.225,,79.3002
CONFIRMED,2.644661,0.0259,2.15,534.0,3398.0,0.33,0.33,79.3002
CONFIRMED,2.64484,,1.83,,3359.0,0.325729,0.306161,79.3002
CONFIRMED,2.645,,,,3359.0,0.325729,0.306161,79.3002
CONFIRMED,2.644845,,10.7,,,0.5,,79.3002
CONFIRMED,2.6446,,2.05,,3385.0,0.33,0.331,79.3002
CONFIRMED,2.6698,0.0248,2.25,,3385.0,0.35,0.358,79.3002
CONFIRMED,2.644646,0.0266,2.2,,3385.0,0.35,0.358,79.3002
CONFIRMED,2.643528,,1.47,,,0.226,,79.3002
CONFIRMED,4.00498,,2.19,,3385.0,0.33,0.331,79.3002
CONFIRMED,3.9663,0.0327,2.59,,3385.0,0.35,0.358,79.3002
CONFIRMED,0.961917,0.0159,1.38,,3672.0,0.554,0.583,90.5494
CONFIRMED,0.961916,,0.82,,,0.311,,90.5494
CONFIRMED,0.961918,,0.73,,3775.0,0.31,,90.5494
CONFIRMED,0.961939,0.01575,1.47286006,1077.0,3690.0,0.578,0.563,90.5494
CONFIRMED,4.38395,0.0454,1.33,,4079.0,0.632,0.65,124.458
CONFIRMED,4.38393,,0.701,,,0.371,,124.458
CONFIRMED,6.9226,0.0616,1.73,,4079.0,0.632,0.65,124.458
CONFIRMED,6.92251,,0.9,,,0.371,,124.458
CONFIRMED,9.75833,,0.88,,,0.371,,124.458
CONFIRMED,9.7579,0.0774,1.64,,4079.0,0.632,0.65,124.458
CONFIRMED,11.332,0.083,1.64,,3745.0,0.568,0.595,123.676
CONFIRMED,11.81004,,3.08,,,0.8,,493.992
CONFIRMED,11.808398,,3.1,,4992.0,0.76,,493.992
CONFIRMED,11.8104,0.091,2.48,676.0,5131.0,0.68,0.72,493.992
CONFIRMED,11.8097,0.0946,2.84,,5314.0,0.78,0.81,493.992
CONFIRMED,10.59357,0.0727,2.0,,3499.0,0.436,0.457,102.483
CONFIRMED,10.59366,,1.71,,,0.36,,102.483
CONFIRMED,3.835476,0.0373,1.49,566.0,3695.0,0.45,0.47,69.4798
CONFIRMED,3.835376,,1.5,,,0.45,,69.4798
CONFIRMED,3.83553,,1.054,,,0.321,,69.4798
CONFIRMED,3.835592,0.0365,1.35,,3585.0,0.429,0.44,69.4798
CONFIRMED,32.6527,0.1735,2.81,,3940.0,0.631,0.654,108.449
CONFIRMED,32.6479,0.1716,2.29,337.0,4044.0,0.61,0.63,108.449
CONFIRMED,7.51554,0.0601,2.0,,3720.0,0.495,0.512,143.125
CONFIRMED,7.51574,0.0614,2.0,497.0,3845.0,0.53,0.55,143.125
CONFIRMED,3.67626,0.0405,1.99,715.0,4097.0,0.63,0.65,129.356
CONFIRMED,3.67635,0.0408,2.23,,3978.0,0.649,0.672,129.356
CONFIRMED,7.95486,0.0677,2.07,552.0,4097.0,0.63,0.65,129.356
CONFIRMED,7.95478,0.0683,2.1,,3978.0,0.649,0.672,129.356
CONFIRMED,6.342,0.0562,1.8,708.0,4258.0,0.58,0.65,72.7998
CONFIRMED,6.34365,0.0546,1.55,,3919.0,0.526,0.54,72.7998
CONFIRMED,13.85402,0.092,1.95,,3919.0,0.526,0.54,72.7998
CONFIRMED,13.853487,,,,3919.0,0.526,0.54,72.7998
CONFIRMED,13.85,0.0946,2.6,583.0,4258.0,0.58,0.65,72.7998
CONFIRMED,13.85327454047,,2.2098839,450.75,3893.47,0.655766,,72.7998
CONFIRMED,40.718,0.1937,1.9,381.0,4258.0,0.58,0.65,72.7998
CONFIRMED,40.6835,0.1886,1.64,,3919.0,0.526,0.54,72.7998
CONFIRMED,0.813149,,1.14414279,,4460.0,0.615543,0.642263,150.21
CONFIRMED,0.813143,,1.1,,4460.0,0.62,,150.21
CONFIRMED,0.81314,0.0149,1.15,1347.0,4597.0,0.66,0.66,150.21
CONFIRMED,0.365257,,1.05548088,,5456.0,0.875749,0.939509,298.373
CONFIRMED,0.365261,,1.0,,5456.0,0.88,,298.373
CONFIRMED,0.3652575,0.00962,0.935,2432.0,5334.0,0.86,0.89,298.373
CONFIRMED,10.062106,,2.63456976,,5489.0,0.892097,0.932757,197.299
CONFIRMED,10.06049,0.0887,2.64,794.0,5503.0,0.95,0.92,197.299
CONFIRMED,5.90279,0.0622,1.28,948.0,5503.0,0.95,0.92,197.299
CONFIRMED,12.42205,0.1013,2.26,684.0,5425.0,0.83,0.9,170.998
CONFIRMED,12.421078,,2.20753881,,5419.0,0.829915,0.8857,170.998
CONFIRMED,7.61856,0.06696,1.96,,4800.0,0.67,0.69,334.967
CONFIRMED,7.62117,,1.87,,,0.544,,334.967
CONFIRMED,7.6196574,,2.39,,4620.0,0.71,,334.967
CONFIRMED,7.6188,0.0667,2.02,658.0,4742.0,0.66,0.68,334.967
CONFIRMED,7.62067,0.0662,2.13,710.0,4761.0,0.64,0.67,334.967
CONFIRMED,19.07536,0.122,2.14,523.0,4761.0,0.64,0.67,334.967
CONFIRMED,19.07454,,2.58,,4620.0,0.71,,334.967
CONFIRMED,19.0702,,1.84,,,0.544,,334.967
CONFIRMED,19.07863,0.1229,2.54,485.0,4742.0,0.66,0.68,334.967
CONFIRMED,19.077,0.1235,2.19,,4800.0,0.67,0.69,334.967
CONFIRMED,3.705871,,3.17824034,,5649.0,0.913754,0.982829,315.363
CONFIRMED,9.283188,,6.11721229,,4972.0,2.568173,0.986876,916.319
CONFIRMED,9.457747,,1.48630496,,4885.0,0.725626,0.776634,124.433
CONFIRMED,9.45889,0.0795,1.44,631.0,4842.0,0.69,0.75,124.433
CONFIRMED,6.673117,,2.46610713,,4937.0,0.762201,0.826112,208.529
CONFIRMED,17.355681,,1.81,,5894.0,1.06,,375.67
CONFIRMED,17.3678,,1.93,,,1.27,,375.67
CONFIRMED,17.355066,,3.24925008,,5791.0,2.196069,1.180894,375.67
CONFIRMED,2.354992,,1.27443657,,5185.0,0.803827,0.834847,134.591
CONFIRMED,4.382745,,1.55409035,,5185.0,0.803827,0.834847,134.591
CONFIRMED,14.101361,,2.64809498,,5185.0,0.803827,0.834847,134.591
CONFIRMED,14.06660140645,,3.19087767,629.38,5141.67,0.837606,,134.591
CONFIRMED,8.527219,,1.82322896,,5922.0,1.196219,1.072665,476.882
CONFIRMED,8.52695,0.0858,2.19,1140.0,5960.0,1.61,1.16,476.882
CONFIRMED,9.9785275,,2.34,,5908.0,1.499,1.02,80.8994
CONFIRMED,9.978541,0.0932,2.36509493,1220.0,6310.0,1.499,1.084,80.8994
CONFIRMED,9.975403,,2.13,,6063.0,1.18,,80.8994
CONFIRMED,9.977481,,2.8191657,,5908.0,1.829853,1.016265,80.8994
CONFIRMED,9.9783319274,,2.05153324,1062.3,6073.5,1.47131,,80.8994
CONFIRMED,9.97748,0.091,2.3,1174.0,6011.0,1.494,1.01,80.8994
CONFIRMED,9.97857,0.0999,2.2642141,1131.0,6141.0,1.46,1.337,80.8994
CONFIRMED,15.8523,,2.19,,,0.904,,243.935
CONFIRMED,15.853989,,2.14446231,,5554.0,0.874211,0.906739,243.935
CONFIRMED,15.85412,,2.34,,5495.0,0.88,,243.935
CONFIRMED,15.8523,,1.86,766.35,5502.7,0.83,0.877,243.935
CONFIRMED,6.380803,,1.27328671,,5548.0,0.919053,0.986144,235.867
CONFIRMED,6.38092,,1.341,,,0.981,,235.867
CONFIRMED,6.37961,,1.41,,5347.0,0.83,,235.867
CONFIRMED,17.9654,0.1088,1.53,,4102.0,0.478,0.532,125.106
CONFIRMED,17.96832,,1.78,,,0.556,,125.106
CONFIRMED,17.969079,,1.94750799,,4382.0,0.600869,0.624878,125.106
CONFIRMED,17.96753,0.119,2.23,487.0,4320.0,0.66,0.71,125.106
CONFIRMED,17.969029,0.117,2.03,,4118.41,0.626014,0.657836,125.106
CONFIRMED,17.968216,,2.15,,4151.0,0.63,,125.106
CONFIRMED,7.5734,,1.62,,,1.0849,,392.872
CONFIRMED,7.5767206,,1.5,,5749.0,0.98,,392.872
CONFIRMED,7.576544,,1.41817537,,5748.0,0.981614,0.963657,392.872
CONFIRMED,12.400047,,1.8017647,,5748.0,0.981614,0.963657,392.872
CONFIRMED,12.3988,,2.01,,,1.0849,,392.872
CONFIRMED,12.400731,,1.92,,5749.0,0.98,,392.872
CONFIRMED,5.6228,,3.71,,,2.378,,606.128
CONFIRMED,5.6315915,,1.23,,5032.0,0.77,,606.128
CONFIRMED,5.628466,,2.68657205,,5250.0,1.717458,0.891587,606.128
CONFIRMED,14.317001,,1.8,,5449.0,0.86,,249.742
CONFIRMED,14.3181,,1.69,,,0.824,,249.742
CONFIRMED,14.316941,,1.66608079,,5569.0,0.868889,0.934356,249.742
CONFIRMED,29.6245,,3.02,,,0.824,,249.742
CONFIRMED,29.62682,,3.20569097,,5569.0,0.868889,0.934356,249.742
CONFIRMED,29.626,,,,5547.0,0.857949,0.977,249.742
CONFIRMED,29.626402,,3.41,,5449.0,0.86,,249.742
CONFIRMED,5.868699,,1.60826194,,5580.0,0.843154,0.881538,228.641
CONFIRMED,5.86639571,,,,5573.35,1.00118,0.983,228.641
CONFIRMED,19.564,,2.59,,4581.0,0.673,,99.9293
CONFIRMED,19.56204579364,,3.28708684,464.01,4246.8,0.758892,,99.9293
CONFIRMED,19.56325,,2.59,,4246.81,0.758892,0.66,99.9293
CONFIRMED,19.562307,0.126,2.6,455.0,4455.0,0.676,0.7,99.9293
CONFIRMED,19.562743,,2.49179901,,4500.0,0.63908,0.668401,99.9293
CONFIRMED,19.56236,,2.78,,,0.669,,99.9293
CONFIRMED,19.5661401,,,,4246.81,0.758892,0.66,99.9293
CONFIRMED,9.525988,,2.03803688,,5909.0,1.420038,1.094693,247.266
CONFIRMED,5.32944,,1.55,,,0.911,,247.302
CONFIRMED,5.329439,,1.49090097,,5428.0,0.86416,0.938545,247.302
CONFIRMED,14.155185,,2.1162048,,6063.0,1.213565,1.210525,492.167
CONFIRMED,8.74809,,3.83,,,0.938,,214.753
CONFIRMED,8.75470797754,,3.54381082,840.29,5888.0,0.889347,,214.753
CONFIRMED,8.747818,,3.55790985,,5525.0,0.887267,0.95109,214.753
CONFIRMED,5.17110937,,,,5071.98,0.709349,0.848,190.81
CONFIRMED,5.17222,,2.12,,,0.639,,190.81
CONFIRMED,5.172191,,2.51267885,,5015.0,0.768067,0.824345,190.81
CONFIRMED,32.94171,,1.4,,,0.249,,38.0266
CONFIRMED,32.94112,,2.461,281.0,3449.0,0.468,0.32,38.0266
CONFIRMED,32.947328,,2.17,,3440.0,0.36,,38.0266
CONFIRMED,32.9418,0.1506,2.28,,3496.0,0.4,0.42,38.0266
CONFIRMED,32.93737167947,,2.53362939,260.44,3464.0,0.444516,,38.0266
CONFIRMED,32.939623,0.1429,2.37,284.0,3457.0,0.411,0.359,38.0266
CONFIRMED,32.940045,0.1591,2.61,254.9,3457.0,0.4445,0.4951,38.0266
CONFIRMED,32.93963,0.143,2.38,235.0,3457.0,0.411,0.359,38.0266
CONFIRMED,32.94488,0.1491,2.24,272.0,3503.0,0.394,0.413,38.0266
CONFIRMED,32.92801934,,,,3464.0,0.444516,0.440668,38.0266
CONFIRMED,32.939614,0.1429,2.279,,3457.0,0.411,0.359,38.0266
CONFIRMED,8.962,0.06,,363.0,3457.0,0.411,0.359,38.0266
CONFIRMED,8.86638,,2.51,,,0.6867,,203.896
CONFIRMED,8.866,,,,5368.0,0.697439,0.93,203.896
CONFIRMED,8.867259,,4.4,,,0.65,,203.896
CONFIRMED,8.8665,0.075,2.24179614,729.0,5110.0,0.69,0.71,203.896
CONFIRMED,8.865932,,2.41012773,,5263.0,0.681111,0.730322,203.896
CONFIRMED,8.8656511,0.0734,2.52,802.0,5306.0,0.72,0.72,203.896
CONFIRMED,8.86528860869,,4.28539694,691.34,5368.0,0.697439,,203.896
CONFIRMED,8.867209,0.0753,2.31,731.0,5358.0,0.72,0.72,203.896
CONFIRMED,8.8656,,2.13,672.0,5166.0,0.638,0.67,203.896
CONFIRMED,8.865663,0.0756,2.46597575,797.5,5365.0,0.719,0.735,203.896
CONFIRMED,6.894252,,2.70624391,,5609.0,0.999244,1.043879,360.911
CONFIRMED,6.894287,,2.8,,,1.11,,360.911
CONFIRMED,6.8941,,2.69,949.0,5528.0,1.06,0.96,360.911
CONFIRMED,6.893,,,,5573.0,1.05734,0.983,360.911
CONFIRMED,6.893813,0.0714,2.83587212,1015.0,5520.0,1.04,1.022,360.911
CONFIRMED,6.89442,,3.17,,,1.071,,360.911
CONFIRMED,6.89424037,,,,5573.0,1.05734,0.983,360.911
CONFIRMED,6.894256,0.0706,2.84,962.0,5608.0,1.07,0.99,360.911
CONFIRMED,4.73730765,,,,5180.6,0.790862,0.878,154.83
CONFIRMED,4.736893,,2.86,,,0.822,,154.83
CONFIRMED,4.7369696,0.05174,2.71257333,965.8,5128.0,0.789,0.823,154.83
CONFIRMED,4.736834,,2.9,,,0.82,,154.83
CONFIRMED,4.736837,0.0529,2.76,885.0,5165.0,0.8,0.88,154.83
CONFIRMED,4.736884,,2.76720668,,5159.0,0.790138,0.846996,154.83
CONFIRMED,4.737,,,,5180.6,0.790862,0.878,154.83
CONFIRMED,4.7369683,0.0526,2.69,969.0,5170.0,0.793,0.865,154.83
CONFIRMED,4.7369729,0.0519,2.7,982.0,5181.0,0.8,0.84,154.83
CONFIRMED,4.7369669,,2.93924,1166.0,5069.2,0.79,,154.83
CONFIRMED,0.469285,,1.1,,5482.0,0.87,,329.041
CONFIRMED,0.469269,,2.59929571,,5482.0,0.873283,0.942219,329.041
CONFIRMED,0.469287,,1.46,,,0.984,,329.041
CONFIRMED,10.792635,0.0932,2.87,787.0,5519.0,0.97,0.93,329.041
CONFIRMED,10.7930529,,,,5436.47,0.968558,0.95,329.041
CONFIRMED,10.792,,,,5436.47,0.968558,0.95,329.041
CONFIRMED,10.792613,,2.7,,,0.92,,329.041
CONFIRMED,10.787992,,2.3,,5482.0,0.87,,329.041
CONFIRMED,10.79274,,3.45,,,0.984,,329.041
CONFIRMED,10.793471,,2.51134498,,5482.0,0.873283,0.942219,329.041
CONFIRMED,22.631964,0.1527,2.86,615.0,5519.0,0.97,0.93,329.041
CONFIRMED,22.6302,,5.2,,,0.984,,329.041
CONFIRMED,22.634594,,17.4,,,0.92,,329.041
CONFIRMED,22.620344,,2.3,,5482.0,0.87,,329.041
CONFIRMED,22.629496,,2.54112738,,5482.0,0.873283,0.942219,329.041
CONFIRMED,16.9780102,0.1685,1.47,533.0,5245.0,0.75,0.84,75.5857
CONFIRMED,16.995731,0.1229,1.55,580.0,5220.0,0.78,0.86,75.5857
CONFIRMED,16.995848,,1.6,,,0.79,,75.5857
CONFIRMED,16.994,,,,5237.31,0.767142,0.89,75.5857
CONFIRMED,16.99291698,,,,5237.31,0.767142,0.89,75.5857
CONFIRMED,16.993435,,1.53786409,,5252.0,0.764371,0.818986,75.5857
CONFIRMED,16.996,,1.4,,,0.816,,75.5857
CONFIRMED,10.6161,,1.19,,,0.891,,268.357
